"time" "subcohort" "state" "probability" "upper" "lower"
"26" 2.6 "the main cohort" "CHBV_nEFT" 0.1495 0.3 0
"27" 2.7 "the main cohort" "CHBV_nEFT" 0.1435 0.3 0
"28" 2.8 "the main cohort" "CHBV_nEFT" 0.129 0.27625 0
"29" 2.9 "the main cohort" "CHBV_nEFT" 0.1205 0.25 0
"30" 3 "the main cohort" "CHBV_nEFT" 0.112 0.25 0
"31" 3.1 "the main cohort" "CHBV_nEFT" 0.1025 0.22625 0
"32" 3.2 "the main cohort" "CHBV_nEFT" 0.0905 0.2 0
"33" 3.3 "the main cohort" "CHBV_nEFT" 0.086 0.2 0
"34" 3.4 "the main cohort" "CHBV_nEFT" 0.0815 0.2 0
"35" 3.5 "the main cohort" "CHBV_nEFT" 0.076 0.2 0
"36" 3.6 "the main cohort" "CHBV_nEFT" 0.0695 0.2 0
"37" 3.7 "the main cohort" "CHBV_nEFT" 0.067 0.2 0
"38" 3.8 "the main cohort" "CHBV_nEFT" 0.0655 0.2 0
"39" 3.9 "the main cohort" "CHBV_nEFT" 0.0615 0.17625 0
"40" 4 "the main cohort" "CHBV_nEFT" 0.0575 0.15 0
"41" 4.1 "the main cohort" "CHBV_nEFT" 0.055 0.15 0
"42" 4.2 "the main cohort" "CHBV_nEFT" 0.05 0.15 0
"43" 4.3 "the main cohort" "CHBV_nEFT" 0.047 0.15 0
"44" 4.4 "the main cohort" "CHBV_nEFT" 0.0435 0.15 0
"45" 4.5 "the main cohort" "CHBV_nEFT" 0.039 0.15 0
"46" 4.6 "the main cohort" "CHBV_nEFT" 0.0355 0.1 0
"47" 4.7 "the main cohort" "CHBV_nEFT" 0.032 0.1 0
"48" 4.8 "the main cohort" "CHBV_nEFT" 0.03 0.1 0
"49" 4.9 "the main cohort" "CHBV_nEFT" 0.027 0.1 0
"50" 5 "the main cohort" "CHBV_nEFT" 0.026 0.1 0
"51" 5.1 "the main cohort" "CHBV_nEFT" 0.023 0.1 0
"52" 5.2 "the main cohort" "CHBV_nEFT" 0.022 0.1 0
"53" 5.3 "the main cohort" "CHBV_nEFT" 0.02 0.1 0
"54" 5.4 "the main cohort" "CHBV_nEFT" 0.018 0.1 0
"55" 5.5 "the main cohort" "CHBV_nEFT" 0.0165 0.0762499999999996 0
"56" 5.6 "the main cohort" "CHBV_nEFT" 0.0155 0.0762499999999996 0
"57" 5.7 "the main cohort" "CHBV_nEFT" 0.015 0.0762499999999996 0
"58" 5.8 "the main cohort" "CHBV_nEFT" 0.014 0.05 0
"59" 5.9 "the main cohort" "CHBV_nEFT" 0.013 0.05 0
"60" 6 "the main cohort" "CHBV_nEFT" 0.013 0.05 0
"61" 6.1 "the main cohort" "CHBV_nEFT" 0.0125 0.05 0
"62" 6.2 "the main cohort" "CHBV_nEFT" 0.0105 0.05 0
"63" 6.3 "the main cohort" "CHBV_nEFT" 0.01 0.05 0
"64" 6.4 "the main cohort" "CHBV_nEFT" 0.009 0.05 0
"65" 6.5 "the main cohort" "CHBV_nEFT" 0.0085 0.05 0
"66" 6.6 "the main cohort" "CHBV_nEFT" 0.008 0.05 0
"67" 6.7 "the main cohort" "CHBV_nEFT" 0.0075 0.05 0
"68" 6.8 "the main cohort" "CHBV_nEFT" 0.0075 0.05 0
"69" 6.9 "the main cohort" "CHBV_nEFT" 0.0075 0.05 0
"70" 7 "the main cohort" "CHBV_nEFT" 0.0055 0.05 0
"71" 7.1 "the main cohort" "CHBV_nEFT" 0.0055 0.05 0
"72" 7.2 "the main cohort" "CHBV_nEFT" 0.004 0.05 0
"73" 7.3 "the main cohort" "CHBV_nEFT" 0.0035 0.05 0
"74" 7.4 "the main cohort" "CHBV_nEFT" 0.003 0.05 0
"75" 7.5 "the main cohort" "CHBV_nEFT" 0.003 0.05 0
"76" 7.6 "the main cohort" "CHBV_nEFT" 0.003 0.05 0
"77" 7.7 "the main cohort" "CHBV_nEFT" 0.003 0.05 0
"78" 7.8 "the main cohort" "CHBV_nEFT" 0.0025 0.05 0
"79" 7.9 "the main cohort" "CHBV_nEFT" 0.002 0.05 0
"80" 8 "the main cohort" "CHBV_nEFT" 0.0015 0.0262499999999996 0
"81" 8.1 "the main cohort" "CHBV_nEFT" 0.0015 0.0262499999999996 0
"82" 8.2 "the main cohort" "CHBV_nEFT" 0.001 0 0
"83" 8.3 "the main cohort" "CHBV_nEFT" 0.001 0 0
"84" 8.4 "the main cohort" "CHBV_nEFT" 0.001 0 0
"85" 8.5 "the main cohort" "CHBV_nEFT" 0.001 0 0
"86" 8.6 "the main cohort" "CHBV_nEFT" 0.001 0 0
"87" 8.7 "the main cohort" "CHBV_nEFT" 0.001 0 0
"88" 8.8 "the main cohort" "CHBV_nEFT" 0.001 0 0
"89" 8.9 "the main cohort" "CHBV_nEFT" 0.001 0 0
"90" 9 "the main cohort" "CHBV_nEFT" 0.001 0 0
"91" 9.1 "the main cohort" "CHBV_nEFT" 0.001 0 0
"92" 9.2 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"93" 9.3 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"94" 9.4 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"95" 9.5 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"96" 9.6 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"97" 9.7 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"98" 9.8 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"99" 9.9 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"100" 10 "the main cohort" "CHBV_nEFT" 5e-04 0 0
"101" 0.1 "path_1" "CHBV_nEFT" 0.928297055057618 NA NA
"102" 0.2 "path_1" "CHBV_nEFT" 0.861715749039693 NA NA
"103" 0.3 "path_1" "CHBV_nEFT" 0.795134443021767 NA NA
"104" 0.4 "path_1" "CHBV_nEFT" 0.741357234314981 NA NA
"105" 0.5 "path_1" "CHBV_nEFT" 0.683738796414853 NA NA
"106" 0.6 "path_1" "CHBV_nEFT" 0.622279129321383 NA NA
"107" 0.7 "path_1" "CHBV_nEFT" 0.580025608194622 NA NA
"108" 0.8 "path_1" "CHBV_nEFT" 0.535211267605634 NA NA
"109" 0.9 "path_1" "CHBV_nEFT" 0.496798975672215 NA NA
"110" 1 "path_1" "CHBV_nEFT" 0.475032010243278 NA NA
"111" 1.1 "path_1" "CHBV_nEFT" 0.434058898847631 NA NA
"112" 1.2 "path_1" "CHBV_nEFT" 0.393085787451985 NA NA
"113" 1.3 "path_1" "CHBV_nEFT" 0.354673495518566 NA NA
"114" 1.4 "path_1" "CHBV_nEFT" 0.323943661971831 NA NA
"115" 1.5 "path_1" "CHBV_nEFT" 0.30729833546735 NA NA
"116" 1.6 "path_1" "CHBV_nEFT" 0.275288092189501 NA NA
"117" 1.7 "path_1" "CHBV_nEFT" 0.253521126760563 NA NA
"118" 1.8 "path_1" "CHBV_nEFT" 0.244558258642766 NA NA
"119" 1.9 "path_1" "CHBV_nEFT" 0.23303457106274 NA NA
"120" 2 "path_1" "CHBV_nEFT" 0.215108834827145 NA NA
"121" 2.1 "path_1" "CHBV_nEFT" 0.197183098591549 NA NA
"122" 2.2 "path_1" "CHBV_nEFT" 0.17797695262484 NA NA
"123" 2.3 "path_1" "CHBV_nEFT" 0.1651728553137 NA NA
"124" 2.4 "path_1" "CHBV_nEFT" 0.152368758002561 NA NA
"125" 2.5 "path_1" "CHBV_nEFT" 0.131882202304738 NA NA
"126" 2.6 "path_1" "CHBV_nEFT" 0.120358514724712 NA NA
"127" 2.7 "path_1" "CHBV_nEFT" 0.113956466069142 NA NA
"128" 2.8 "path_1" "CHBV_nEFT" 0.102432778489117 NA NA
"129" 2.9 "path_1" "CHBV_nEFT" 0.0947503201024328 NA NA
"130" 3 "path_1" "CHBV_nEFT" 0.0909090909090909 NA NA
"131" 3.1 "path_1" "CHBV_nEFT" 0.0845070422535211 NA NA
"132" 3.2 "path_1" "CHBV_nEFT" 0.0742637644046095 NA NA
"133" 3.3 "path_1" "CHBV_nEFT" 0.0717029449423816 NA NA
"134" 3.4 "path_1" "CHBV_nEFT" 0.0678617157490397 NA NA
"135" 3.5 "path_1" "CHBV_nEFT" 0.0640204865556978 NA NA
"136" 3.6 "path_1" "CHBV_nEFT" 0.0614596670934699 NA NA
"137" 3.7 "path_1" "CHBV_nEFT" 0.058898847631242 NA NA
"138" 3.8 "path_1" "CHBV_nEFT" 0.0563380281690141 NA NA
"139" 3.9 "path_1" "CHBV_nEFT" 0.0537772087067862 NA NA
"140" 4 "path_1" "CHBV_nEFT" 0.0512163892445583 NA NA
"141" 4.1 "path_1" "CHBV_nEFT" 0.0473751600512164 NA NA
"142" 4.2 "path_1" "CHBV_nEFT" 0.0422535211267606 NA NA
"143" 4.3 "path_1" "CHBV_nEFT" 0.0384122919334187 NA NA
"144" 4.4 "path_1" "CHBV_nEFT" 0.0332906530089629 NA NA
"145" 4.5 "path_1" "CHBV_nEFT" 0.030729833546735 NA NA
"146" 4.6 "path_1" "CHBV_nEFT" 0.030729833546735 NA NA
"147" 4.7 "path_1" "CHBV_nEFT" 0.028169014084507 NA NA
"148" 4.8 "path_1" "CHBV_nEFT" 0.028169014084507 NA NA
"149" 4.9 "path_1" "CHBV_nEFT" 0.0256081946222791 NA NA
"150" 5 "path_1" "CHBV_nEFT" 0.0243277848911652 NA NA
"151" 5.1 "path_1" "CHBV_nEFT" 0.0204865556978233 NA NA
"152" 5.2 "path_1" "CHBV_nEFT" 0.0179257362355954 NA NA
"153" 5.3 "path_1" "CHBV_nEFT" 0.0179257362355954 NA NA
"154" 5.4 "path_1" "CHBV_nEFT" 0.0153649167733675 NA NA
"155" 5.5 "path_1" "CHBV_nEFT" 0.0140845070422535 NA NA
"156" 5.6 "path_1" "CHBV_nEFT" 0.0140845070422535 NA NA
"157" 5.7 "path_1" "CHBV_nEFT" 0.0140845070422535 NA NA
"158" 5.8 "path_1" "CHBV_nEFT" 0.0140845070422535 NA NA
"159" 5.9 "path_1" "CHBV_nEFT" 0.0140845070422535 NA NA
"160" 6 "path_1" "CHBV_nEFT" 0.0140845070422535 NA NA
"161" 6.1 "path_1" "CHBV_nEFT" 0.0140845070422535 NA NA
"162" 6.2 "path_1" "CHBV_nEFT" 0.0115236875800256 NA NA
"163" 6.3 "path_1" "CHBV_nEFT" 0.0102432778489117 NA NA
"164" 6.4 "path_1" "CHBV_nEFT" 0.0102432778489117 NA NA
"165" 6.5 "path_1" "CHBV_nEFT" 0.0102432778489117 NA NA
"166" 6.6 "path_1" "CHBV_nEFT" 0.0102432778489117 NA NA
"167" 6.7 "path_1" "CHBV_nEFT" 0.0089628681177977 NA NA
"168" 6.8 "path_1" "CHBV_nEFT" 0.0089628681177977 NA NA
"169" 6.9 "path_1" "CHBV_nEFT" 0.0089628681177977 NA NA
"170" 7 "path_1" "CHBV_nEFT" 0.00384122919334187 NA NA
"171" 7.1 "path_1" "CHBV_nEFT" 0.00384122919334187 NA NA
"172" 7.2 "path_1" "CHBV_nEFT" 0.00256081946222791 NA NA
"173" 7.3 "path_1" "CHBV_nEFT" 0.00256081946222791 NA NA
"174" 7.4 "path_1" "CHBV_nEFT" 0.00256081946222791 NA NA
"175" 7.5 "path_1" "CHBV_nEFT" 0.00256081946222791 NA NA
"176" 7.6 "path_1" "CHBV_nEFT" 0.00256081946222791 NA NA
"177" 7.7 "path_1" "CHBV_nEFT" 0.00256081946222791 NA NA
"178" 7.8 "path_1" "CHBV_nEFT" 0.00256081946222791 NA NA
"179" 7.9 "path_1" "CHBV_nEFT" 0.00128040973111396 NA NA
"180" 8 "path_1" "CHBV_nEFT" 0.00128040973111396 NA NA
"181" 8.1 "path_1" "CHBV_nEFT" 0.00128040973111396 NA NA
"182" 8.2 "path_1" "CHBV_nEFT" 0 NA NA
"183" 8.3 "path_1" "CHBV_nEFT" 0 NA NA
"184" 8.4 "path_1" "CHBV_nEFT" 0 NA NA
"185" 8.5 "path_1" "CHBV_nEFT" 0 NA NA
"186" 8.6 "path_1" "CHBV_nEFT" 0 NA NA
"187" 8.7 "path_1" "CHBV_nEFT" 0 NA NA
"188" 8.8 "path_1" "CHBV_nEFT" 0 NA NA
"189" 8.9 "path_1" "CHBV_nEFT" 0 NA NA
"190" 9 "path_1" "CHBV_nEFT" 0 NA NA
"191" 9.1 "path_1" "CHBV_nEFT" 0 NA NA
"192" 9.2 "path_1" "CHBV_nEFT" 0 NA NA
"193" 9.3 "path_1" "CHBV_nEFT" 0 NA NA
"194" 9.4 "path_1" "CHBV_nEFT" 0 NA NA
"195" 9.5 "path_1" "CHBV_nEFT" 0 NA NA
"196" 9.6 "path_1" "CHBV_nEFT" 0 NA NA
"197" 9.7 "path_1" "CHBV_nEFT" 0 NA NA
"198" 9.8 "path_1" "CHBV_nEFT" 0 NA NA
"199" 9.9 "path_1" "CHBV_nEFT" 0 NA NA
"200" 10 "path_1" "CHBV_nEFT" 0 NA NA
"201" 0.1 "the main cohort" "CHBV_EFT" 0.02 0.1 0
"202" 0.2 "the main cohort" "CHBV_EFT" 0.041 0.15 0
"203" 0.3 "the main cohort" "CHBV_EFT" 0.0585 0.2 0
"204" 0.4 "the main cohort" "CHBV_EFT" 0.0775 0.22625 0
"205" 0.5 "the main cohort" "CHBV_EFT" 0.092 0.22625 0
"206" 0.6 "the main cohort" "CHBV_EFT" 0.1085 0.25 0
"207" 0.7 "the main cohort" "CHBV_EFT" 0.1185 0.25 0
"208" 0.8 "the main cohort" "CHBV_EFT" 0.137 0.3 0
"209" 0.9 "the main cohort" "CHBV_EFT" 0.1465 0.35 0
"210" 1 "the main cohort" "CHBV_EFT" 0.155 0.32625 0.02375
"211" 1.1 "the main cohort" "CHBV_EFT" 0.161 0.32625 0.05
"212" 1.2 "the main cohort" "CHBV_EFT" 0.1705 0.35 0.05
"213" 1.3 "the main cohort" "CHBV_EFT" 0.172 0.35 0.02375
"214" 1.4 "the main cohort" "CHBV_EFT" 0.18 0.35 0.02375
"215" 1.5 "the main cohort" "CHBV_EFT" 0.1795 0.35 0.02375
"216" 1.6 "the main cohort" "CHBV_EFT" 0.1815 0.35 0.05
"217" 1.7 "the main cohort" "CHBV_EFT" 0.182 0.35 0.05
"218" 1.8 "the main cohort" "CHBV_EFT" 0.189 0.37625 0.05
"219" 1.9 "the main cohort" "CHBV_EFT" 0.187 0.35 0.05
"220" 2 "the main cohort" "CHBV_EFT" 0.1885 0.4 0.05
"221" 2.1 "the main cohort" "CHBV_EFT" 0.1895 0.35 0.05
"222" 2.2 "the main cohort" "CHBV_EFT" 0.186 0.35 0.05
"223" 2.3 "the main cohort" "CHBV_EFT" 0.1855 0.35 0.05
"224" 2.4 "the main cohort" "CHBV_EFT" 0.181 0.35 0.05
"225" 2.5 "the main cohort" "CHBV_EFT" 0.1775 0.35 0.05
"226" 2.6 "the main cohort" "CHBV_EFT" 0.173 0.32625 0.05
"227" 2.7 "the main cohort" "CHBV_EFT" 0.1695 0.3 0.05
"228" 2.8 "the main cohort" "CHBV_EFT" 0.1685 0.3 0.05
"229" 2.9 "the main cohort" "CHBV_EFT" 0.1665 0.3 0.05
"230" 3 "the main cohort" "CHBV_EFT" 0.163 0.3 0.05
"231" 3.1 "the main cohort" "CHBV_EFT" 0.1635 0.3 0.05
"232" 3.2 "the main cohort" "CHBV_EFT" 0.1595 0.3 0.02375
"233" 3.3 "the main cohort" "CHBV_EFT" 0.156 0.3 0
"234" 3.4 "the main cohort" "CHBV_EFT" 0.1525 0.3 0
"235" 3.5 "the main cohort" "CHBV_EFT" 0.146 0.3 0
"236" 3.6 "the main cohort" "CHBV_EFT" 0.143 0.3 0
"237" 3.7 "the main cohort" "CHBV_EFT" 0.138 0.3 0
"238" 3.8 "the main cohort" "CHBV_EFT" 0.134 0.3 0
"239" 3.9 "the main cohort" "CHBV_EFT" 0.1325 0.3 0
"240" 4 "the main cohort" "CHBV_EFT" 0.128 0.3 0
"241" 4.1 "the main cohort" "CHBV_EFT" 0.124 0.3 0
"242" 4.2 "the main cohort" "CHBV_EFT" 0.121 0.27625 0
"243" 4.3 "the main cohort" "CHBV_EFT" 0.1185 0.27625 0
"244" 4.4 "the main cohort" "CHBV_EFT" 0.117 0.27625 0
"245" 4.5 "the main cohort" "CHBV_EFT" 0.116 0.25 0
"246" 4.6 "the main cohort" "CHBV_EFT" 0.1155 0.25 0
"247" 4.7 "the main cohort" "CHBV_EFT" 0.1135 0.25 0
"248" 4.8 "the main cohort" "CHBV_EFT" 0.113 0.25 0
"249" 4.9 "the main cohort" "CHBV_EFT" 0.109 0.25 0
"250" 5 "the main cohort" "CHBV_EFT" 0.106 0.25 0
"251" 5.1 "the main cohort" "CHBV_EFT" 0.105 0.25 0
"252" 5.2 "the main cohort" "CHBV_EFT" 0.102 0.25 0
"253" 5.3 "the main cohort" "CHBV_EFT" 0.1015 0.25 0
"254" 5.4 "the main cohort" "CHBV_EFT" 0.0995 0.25 0
"255" 5.5 "the main cohort" "CHBV_EFT" 0.0975 0.2 0
"256" 5.6 "the main cohort" "CHBV_EFT" 0.096 0.2 0
"257" 5.7 "the main cohort" "CHBV_EFT" 0.095 0.2 0
"258" 5.8 "the main cohort" "CHBV_EFT" 0.092 0.2 0
"259" 5.9 "the main cohort" "CHBV_EFT" 0.0895 0.2 0
"260" 6 "the main cohort" "CHBV_EFT" 0.0875 0.2 0
"261" 6.1 "the main cohort" "CHBV_EFT" 0.086 0.2 0
"262" 6.2 "the main cohort" "CHBV_EFT" 0.085 0.2 0
"263" 6.3 "the main cohort" "CHBV_EFT" 0.081 0.2 0
"264" 6.4 "the main cohort" "CHBV_EFT" 0.0795 0.2 0
"265" 6.5 "the main cohort" "CHBV_EFT" 0.0785 0.2 0
"266" 6.6 "the main cohort" "CHBV_EFT" 0.077 0.2 0
"267" 6.7 "the main cohort" "CHBV_EFT" 0.076 0.2 0
"268" 6.8 "the main cohort" "CHBV_EFT" 0.0745 0.2 0
"269" 6.9 "the main cohort" "CHBV_EFT" 0.072 0.2 0
"270" 7 "the main cohort" "CHBV_EFT" 0.0685 0.2 0
"271" 7.1 "the main cohort" "CHBV_EFT" 0.066 0.2 0
"272" 7.2 "the main cohort" "CHBV_EFT" 0.0625 0.15 0
"273" 7.3 "the main cohort" "CHBV_EFT" 0.0595 0.15 0
"274" 7.4 "the main cohort" "CHBV_EFT" 0.06 0.15 0
"275" 7.5 "the main cohort" "CHBV_EFT" 0.058 0.15 0
"276" 7.6 "the main cohort" "CHBV_EFT" 0.057 0.15 0
"277" 7.7 "the main cohort" "CHBV_EFT" 0.0545 0.15 0
"278" 7.8 "the main cohort" "CHBV_EFT" 0.0545 0.15 0
"279" 7.9 "the main cohort" "CHBV_EFT" 0.053 0.15 0
"280" 8 "the main cohort" "CHBV_EFT" 0.0505 0.15 0
"281" 8.1 "the main cohort" "CHBV_EFT" 0.05 0.15 0
"282" 8.2 "the main cohort" "CHBV_EFT" 0.0485 0.15 0
"283" 8.3 "the main cohort" "CHBV_EFT" 0.0475 0.15 0
"284" 8.4 "the main cohort" "CHBV_EFT" 0.045 0.15 0
"285" 8.5 "the main cohort" "CHBV_EFT" 0.045 0.15 0
"286" 8.6 "the main cohort" "CHBV_EFT" 0.044 0.15 0
"287" 8.7 "the main cohort" "CHBV_EFT" 0.0435 0.15 0
"288" 8.8 "the main cohort" "CHBV_EFT" 0.0435 0.15 0
"289" 8.9 "the main cohort" "CHBV_EFT" 0.042 0.12625 0
"290" 9 "the main cohort" "CHBV_EFT" 0.039 0.12625 0
"291" 9.1 "the main cohort" "CHBV_EFT" 0.0375 0.12625 0
"292" 9.2 "the main cohort" "CHBV_EFT" 0.0365 0.12625 0
"293" 9.3 "the main cohort" "CHBV_EFT" 0.036 0.12625 0
"294" 9.4 "the main cohort" "CHBV_EFT" 0.0355 0.12625 0
"295" 9.5 "the main cohort" "CHBV_EFT" 0.034 0.12625 0
"296" 9.6 "the main cohort" "CHBV_EFT" 0.0325 0.1 0
"297" 9.7 "the main cohort" "CHBV_EFT" 0.032 0.1 0
"298" 9.8 "the main cohort" "CHBV_EFT" 0.031 0.1 0
"299" 9.9 "the main cohort" "CHBV_EFT" 0.03 0.1 0
"300" 10 "the main cohort" "CHBV_EFT" 0.029 0.1 0
"301" 0.1 "path_1" "CHBV_EFT" 0 NA NA
"302" 0.2 "path_1" "CHBV_EFT" 0 NA NA
"303" 0.3 "path_1" "CHBV_EFT" 0 NA NA
"304" 0.4 "path_1" "CHBV_EFT" 0 NA NA
"305" 0.5 "path_1" "CHBV_EFT" 0 NA NA
"306" 0.6 "path_1" "CHBV_EFT" 0 NA NA
"307" 0.7 "path_1" "CHBV_EFT" 0 NA NA
"308" 0.8 "path_1" "CHBV_EFT" 0 NA NA
"309" 0.9 "path_1" "CHBV_EFT" 0 NA NA
"310" 1 "path_1" "CHBV_EFT" 0 NA NA
"311" 1.1 "path_1" "CHBV_EFT" 0 NA NA
"312" 1.2 "path_1" "CHBV_EFT" 0 NA NA
"313" 1.3 "path_1" "CHBV_EFT" 0 NA NA
"314" 1.4 "path_1" "CHBV_EFT" 0 NA NA
"315" 1.5 "path_1" "CHBV_EFT" 0 NA NA
"316" 1.6 "path_1" "CHBV_EFT" 0 NA NA
"317" 1.7 "path_1" "CHBV_EFT" 0 NA NA
"318" 1.8 "path_1" "CHBV_EFT" 0 NA NA
"319" 1.9 "path_1" "CHBV_EFT" 0 NA NA
"320" 2 "path_1" "CHBV_EFT" 0 NA NA
"321" 2.1 "path_1" "CHBV_EFT" 0 NA NA
"322" 2.2 "path_1" "CHBV_EFT" 0 NA NA
"323" 2.3 "path_1" "CHBV_EFT" 0 NA NA
"324" 2.4 "path_1" "CHBV_EFT" 0 NA NA
"325" 2.5 "path_1" "CHBV_EFT" 0 NA NA
"326" 2.6 "path_1" "CHBV_EFT" 0 NA NA
"327" 2.7 "path_1" "CHBV_EFT" 0 NA NA
"328" 2.8 "path_1" "CHBV_EFT" 0 NA NA
"329" 2.9 "path_1" "CHBV_EFT" 0 NA NA
"330" 3 "path_1" "CHBV_EFT" 0 NA NA
"331" 3.1 "path_1" "CHBV_EFT" 0 NA NA
"332" 3.2 "path_1" "CHBV_EFT" 0 NA NA
"333" 3.3 "path_1" "CHBV_EFT" 0 NA NA
"334" 3.4 "path_1" "CHBV_EFT" 0 NA NA
"335" 3.5 "path_1" "CHBV_EFT" 0 NA NA
"336" 3.6 "path_1" "CHBV_EFT" 0 NA NA
"337" 3.7 "path_1" "CHBV_EFT" 0 NA NA
"338" 3.8 "path_1" "CHBV_EFT" 0 NA NA
"339" 3.9 "path_1" "CHBV_EFT" 0 NA NA
"340" 4 "path_1" "CHBV_EFT" 0 NA NA
"341" 4.1 "path_1" "CHBV_EFT" 0 NA NA
"342" 4.2 "path_1" "CHBV_EFT" 0 NA NA
"343" 4.3 "path_1" "CHBV_EFT" 0 NA NA
"344" 4.4 "path_1" "CHBV_EFT" 0 NA NA
"345" 4.5 "path_1" "CHBV_EFT" 0 NA NA
"346" 4.6 "path_1" "CHBV_EFT" 0 NA NA
"347" 4.7 "path_1" "CHBV_EFT" 0 NA NA
"348" 4.8 "path_1" "CHBV_EFT" 0 NA NA
"349" 4.9 "path_1" "CHBV_EFT" 0 NA NA
"350" 5 "path_1" "CHBV_EFT" 0 NA NA
"351" 5.1 "path_1" "CHBV_EFT" 0 NA NA
"352" 5.2 "path_1" "CHBV_EFT" 0 NA NA
"353" 5.3 "path_1" "CHBV_EFT" 0 NA NA
"354" 5.4 "path_1" "CHBV_EFT" 0 NA NA
"355" 5.5 "path_1" "CHBV_EFT" 0 NA NA
"356" 5.6 "path_1" "CHBV_EFT" 0 NA NA
"357" 5.7 "path_1" "CHBV_EFT" 0 NA NA
"358" 5.8 "path_1" "CHBV_EFT" 0 NA NA
"359" 5.9 "path_1" "CHBV_EFT" 0 NA NA
"360" 6 "path_1" "CHBV_EFT" 0 NA NA
"361" 6.1 "path_1" "CHBV_EFT" 0 NA NA
"362" 6.2 "path_1" "CHBV_EFT" 0 NA NA
"363" 6.3 "path_1" "CHBV_EFT" 0 NA NA
"364" 6.4 "path_1" "CHBV_EFT" 0 NA NA
"365" 6.5 "path_1" "CHBV_EFT" 0 NA NA
"366" 6.6 "path_1" "CHBV_EFT" 0 NA NA
"367" 6.7 "path_1" "CHBV_EFT" 0 NA NA
"368" 6.8 "path_1" "CHBV_EFT" 0 NA NA
"369" 6.9 "path_1" "CHBV_EFT" 0 NA NA
"370" 7 "path_1" "CHBV_EFT" 0 NA NA
"371" 7.1 "path_1" "CHBV_EFT" 0 NA NA
"372" 7.2 "path_1" "CHBV_EFT" 0 NA NA
"373" 7.3 "path_1" "CHBV_EFT" 0 NA NA
"374" 7.4 "path_1" "CHBV_EFT" 0 NA NA
"375" 7.5 "path_1" "CHBV_EFT" 0 NA NA
"376" 7.6 "path_1" "CHBV_EFT" 0 NA NA
"377" 7.7 "path_1" "CHBV_EFT" 0 NA NA
"378" 7.8 "path_1" "CHBV_EFT" 0 NA NA
"379" 7.9 "path_1" "CHBV_EFT" 0 NA NA
"380" 8 "path_1" "CHBV_EFT" 0 NA NA
"381" 8.1 "path_1" "CHBV_EFT" 0 NA NA
"382" 8.2 "path_1" "CHBV_EFT" 0 NA NA
"383" 8.3 "path_1" "CHBV_EFT" 0 NA NA
"384" 8.4 "path_1" "CHBV_EFT" 0 NA NA
"385" 8.5 "path_1" "CHBV_EFT" 0 NA NA
"386" 8.6 "path_1" "CHBV_EFT" 0 NA NA
"387" 8.7 "path_1" "CHBV_EFT" 0 NA NA
"388" 8.8 "path_1" "CHBV_EFT" 0 NA NA
"389" 8.9 "path_1" "CHBV_EFT" 0 NA NA
"390" 9 "path_1" "CHBV_EFT" 0 NA NA
